trip_id	trajet	duree
OCESN035101R0200219235	Gare de Charmes (Vosges) - Mirecourt	30
OCESN035103R0200219237	Gare de Charmes (Vosges) - Mirecourt (Lycée Agric)	33
OCESN035129R0300319263	Igney (Centre) - Sarrebourg-LP-Messmer	45
OCESN035129R0400419264	Gare de Sarrebourg - Igney (Centre)	39
OCESN035153R0200219281	Gare de Longuyon - Gare de Longwy	32
OCESN035169R0200219296	Gare de Longuyon - Gare de Montmédy	39
OCESN035179R0200219303	Gare de Longuyon - Vezin-Carrefour	33
OCESN035187R0200219307	Gare de Morhange - Gare de Sarrebourg	94
OCESN035191R0200219309	Gare de Sarrebourg - Loudrefing	34
OCESN035195R0200219311	Gare de Morhange - Gare de Rémilly	48
OCESN035202R0200219313	Longuyon (Collège) - Vezin-Carrefour	23
OCESN035203R0300319314	Gare de Sarrebourg - St-Jean-de-Bassel-Eglis	35
OCESN035211R0200219319	Gare de Nancy-Ville - Gare de Neufchâteau	62
OCESN035214R0200219320	Fénétrange (Gendarm.) - Sarrebourg-Hôpital	42
OCESN035216R0300319322	Loudrefing - Sarrebourg-LP-Messmer	54
OCESN035224R0300319325	Sarrebourg (Place Math) - St-Jean-de-Bassel-Eglis	24
OCESN035224R0400419326	Sarrebourg-LP-Messmer - St-Jean-de-Bassel-Eglis	31
OCESN035225R0400419328	Gare de Neufchâteau - Gare de Toul	45
OCESN035225R0500519327	Gare de Toul - Neufchateau-Lp	59
OCESN035232R0500519330	Gare de Nancy-Ville - Neufchateau-Lp	88
OCESN035233R0200219331	Allamps-Esat - Gare de Toul	30
OCESN035241R0200219338	Creutzwald G.R. - Gare de Thionville	110
OCESN035266R0200219351	Fénétrange (Gendarm.) - Sarrebourg-LP-Messmer	30
OCESN035268R0800819352	Gare de St-Dié-des-Vosges - Laveline-d-Bruy. Mairie	64
OCESN035270R0200219353	Gare de Epinal - Gare de St-Dié-des-Vosges	65
OCESN035272R0600619354	Bruyères (Vosges) - Gare de Epinal	43
OCESN035274R0300319355	Bruyères (Vosges) - Gare de St-Dié-des-Vosges	48
OCESN035277R0200219357	Bouzonville - Gare de Thionville	67
OCESN035282R0500519360	Gare de Epinal - Laveline-d-Bruy. Mairie	52
OCESN035291R0300319370	Gare de Thionville - Kédange (Eglise)	22
OCESN035300R0200219378	Gare de Thionville - Hombourg (Chapelle)	26
OCESN035305R0600619385	Gare de Epinal - Saint-Léonard Centre	94
OCESN035305R0800819384	Corcieux Le Conti - Gare de Epinal	81
OCESN035315R0400419395	Gare de Arches - Gare de St-Dié-des-Vosges	85
OCESN035323R0300319405	Bruyères Chanzy Gare - Gare de Epinal	35
OCESN035366R0200219450	Gare de Arches - Gare de Epinal	20
OCESN035389R0500519461	Bruyères Chanzy Gare - Gare de St-Dié-des-Vosges	48
OCESN035392R0200219463	Gare de Thionville - Perl Gare DB	39
OCESN035410R0500519477	Gare de Sarreguemines - Sarre-Union	52
OCESN035411R0400419478	Herbitzheim R. Hambach - Sarre-Union	25
OCESN035412R0400419479	Gare de Sarreguemines - Sarralbe Centre	33
OCESN035413R0200219480	Loudrefing - Sarrebourg (Place Math)	50
OCESN035415R0400419482	Herbitzheim Mairie - Sarre-Union	23
OCESN035416R0500519483	Gare de Sarrebourg - Gare de Sarreguemines	85
OCESN035417R0200219484	Fénétrange (Gendarm.) - Sarrebourg-Abri-Phalsbo	33
OCESN035424R0800819492	Gare de Sarreguemines - Sarrebourg (Place Math)	116
OCESN035435R0200219504	Berthelming-Mairie - Sarrebourg-Abri-Phalsbo	17
OCESN035440R0200219509	Gare de Metz-Ville - Gare de Nancy-Ville	105
OCESN035459R0400419530	Gare de Saverne - Sarralbe	64
OCESN035460R0400419531	Keskastel - Sarre-Union	11
OCESN035461R0200219532	Gare de Saverne - Sarre-Union	45
OCESN035473R0300319546	Bruyères (Vosges) - Saint-Léonard Centre	39
OCESN035480R0100119547	Gare de Bar-le-Duc - Gare de Revigny	21
OCESN035481R0100119548	Gare de Charmes (Vosges) - Gare de Epinal	40
OCESN035482R0100119549	Gare de Conflans-Jarny - Gare de Pagny-sur-Moselle	45
OCESN035532R0200219552	Gare de Figeac - Gare de Gramat	52
OCESN035576R0200219554	Gare de Mazamet - Gare de Toulouse-Matabiau	133
OCESN035589R0200219559	Gare de Muret - Gare de Pau	218
OCESN035593R0200219560	Gare de Pau - Gare de Toulouse-Matabiau	253
OCESN035603R0200219561	Gare de Agen - Gare de Castelsarrasin	56
OCESN035608R0200219563	Gare de Longages-Noé - St-Sulpice-sur-Lèze	11
OCESN035663R0700719574	Gare de Montréjeau-Gourdan-Pol. - Luchon-Richelieu	56
OCESN035691R0300319579	Gare de Ax-les-Thermes - Gare de Toulouse-Matabiau	145
OCESN035693R0200219581	Gare de Ax-les-Thermes - Gare de Foix	47
OCESN035695R0200219583	Gare de Ax-les-Thermes - Gare de Pamiers	83
OCESN035696R0500519584	Gare de Montréjeau-Gourdan-Pol. - Luchon	50
OCESN035741R0200219591	Gare de Ax-les-Thermes - Latour de Carol	49
OCESN035819R0200219594	Gare de Foix - Gare de Pamiers	33
OCESN035824R0200219595	Gare de Souillac - Gare de St-Denis-près-Martel	27
OCESN035852R0300319599	Gare de Albi-Ville - Gare de Toulouse-Matabiau	90
OCESN035866R0200219607	Gare de Foix - Gare de Toulouse-Matabiau	139
OCESN036000R0200219609	Comines (France) - Gare de Lille Flandres	54
OCESN036002R0200219611	Gare de Lille Flandres - Wambrechies	30
OCESN036004R0200219613	Gare de Abbeville - Gare de Boulogne Ville	104
OCESN036006R0200219615	Gare de Abbeville - Gare de Rue	40
OCESN036009R0100119618	Gare de Lens - Gare de Lille Flandres	80
OCESN036019R0200219628	Gare de Avesnes - Gare de Hirson-Ecoles	55
OCESN036022R0100119629	Gare de Arras - Gare de Douai	40
OCESN036024R0100119630	Gare de Hazebrouck - Gare de Lille Flandres	77
OCESN036030R0100119632	Gare de Busigny - Gare de St Quentin	60
OCESN036200R0200219633	Gare de Calais Fréthun - Gare de Calais Ville	15
OCESN036500R0400419661	Gare de Coutances - Gare de Lison	54
OCESN036516R0100119680	Gare de Granville - Gare de Lison	84
OCESN036524R0100119688	Gare de Coutances - Gare de Granville	36
OCESN036562R0300319700	Gare de Coutances - Gare de Pontorson-Mt-St-Michel	85
OCESN036631R0300319702	Gare de Granville - Vire-Centre	75
OCESN036640R0300319704	Gare de Argentan - Gare de Flers	53
OCESN036670R0500519723	Bagnoles- Orne Egl.Mad. - Gare de Briouze	40
OCESN036690R0500519748	Bagnoles- Orne Egl.Mad. - Gare de Argentan	60
OCESN036700R0300319753	Gare de Alençon - Gare de Surdon	34
OCESN036701R0300319754	Gare de L'Aigle - Gare de Surdon	58
OCESN036730R0200219775	Gare de Dreux - Gare de L'Aigle	79
OCESN036801R0100119776	Gare de Lisieux - Gare de Trouville-Deauville	50
OCESN036810R0400419778	Gare de Dives-Cabourg - Gare de Trouville-Deauville	35
OCESN036850R0200219797	Gare de Caen - Gare de Rouen-Rive-Droite	100
OCESN036860R0100119801	Gare de Evreux - Normandie - Gare de Serquigny	50
OCESN036871R0100119802	Gare de Villedieu (Gare) - Le Mont St Michel	45
OCESN036882R0300319811	Gare de Granville - Gare de Rennes	110
OCESN036890R0200219821	Gare de Caen - Gare de Rennes	170
OCESN037000R0100119826	Gare de Bréauté-Beuzeville - Gare de Fécamp	30
OCESN037071R0100119847	Gare de Mantes-la-Jolie - Gare de Rouen-Rive-Droite	125
OCESN037200R0500519848	Pont-Audemer-Gare-SNCF - Rouen-Gare-Routière	65
OCESN037202R0500519850	Rouen-Gare-Routière - Routot-Place-de-mairie	50
OCESN037214R0300319864	Bourg-Achard Champ de F - Pont-Audemer-Gare-SNCF	35
OCESN037563R0300319872	Gare de Nantes - Gare de St-Gilles-Croix-de-Vie	104
OCESN037600R0300319877	Gare de Cholet - Gare de Nantes	85
OCESN037615R0200219885	Gare de Cholet - Gare de Clisson	60
OCESN038000R0200219893	Gare de Albert - Gare de Amiens	46
OCESN038060R0200219896	Gare de Beauvais-Gare-SNCF - Gare de Creil	70
OCESN038100R0200219898	Gare de Hirson - Laon-Gare-Routière-Poma	80
OCESN038310R0200219901	Gare de Compiègne - Gare de Ribécourt	28
OCESN038313R0100119904	Gare de Compiègne - Gare de St Quentin	100
OCESN038314R0200219905	Gare de Compiègne - Gare de Tergnier	94
OCESN038604R0200219949	Gare de Chatellerault - Gare de Poitiers	44
OCESN038683R0200219950	Gare de Mauzé - Gare de Niort	40
OCESN038701R0200219951	Gare de Niort - Gare de Prissé-la-Charrière	49
OCESN038852R0200219952	Gare de Bressuire - Gare de Saumur	87
OCESN038859R0200219954	Gare de Bressuire - Gare de Thouars	37
OCESN038881R0200219962	Gare de La Roche-sur-Yon - Gare de Saumur	177
OCESN039513R0300319965	Gare de Chambéry-Chal.-les-Eaux - Lyon-Part-Dieu-Gare-Rou	90
OCESN039518R0200219966	Gare de Annecy - Lyon-Part-Dieu-Gare-Rou	112
OCESN039525R0400419972	Gare de Aix-les-Bains-le-Revard - Gare de Annecy	35
OCESN039530R0200219975	Gare de Valence-TGV - Grenoble-Gare-Routière	60
OCESN039535R0300319979	Gare de Chambéry-Chal.-les-Eaux - Grenoble-Gare-Routière	70
OCESN039536R0200219980	Grenoble-Gare-Routière - Valence-Gare-Routière	100
OCESN039549R0200219987	Grenoble-Gare-Routière - Lyon-Part-Dieu-Gare-Rou	119
OCESN039550R0200219988	Gare de St-André-le-Gaz - Lyon-Perrache-Gare-Rout	110
OCESN039561R0200219993	Lyon-Part-Dieu-Gare-Rou - Saint-Etienne-Chtx GR	71
OCESN039608R0200219997	Gare de Lozanne - Gare de Lyon-Gorge-de-Loup	37
OCESN039621R0200220009	Gare de Lozanne - Lyon-St-Paul-Quai-Bondy	48
OCESN039640R0200220010	Lyon-Part-Dieu-Gare-Rou - Roanne-Gare-Routière	115
OCESN039650R0200220012	Gare de Lozanne - Grandris-Centre	42
OCESN039651R0200220013	Gare de Lamure-sur-Azergues - Gare de Lozanne	46
OCESN039652R0200220014	Gare de Lozanne - Poule-Mairie	60
OCESN039654R0200220016	Gare de Lozanne - Gare de Paray-le-Monial	120
OCESN039655R0200220017	Bois-d'Oingt-Centre - Gare de Lozanne	23
OCESN039690R0200220046	Gare de Die - Valence-Gare-Routière	75
OCESN039693R0300320049	Gare de Valence-TGV - Gare de Veynes-Dévoluy	185
OCESN039694R0200220051	Gare de Veynes-Dévoluy - Valence-Gare-Routière	165
OCESN039694R0300320050	Gare de Luc-en-Diois - Valence-Gare-Routière	105
OCESN039697R0200220053	Gare de Luc-en-Diois - Gare de Valence-TGV	125
OCESN039710R0200220054	Gare de Evian-les-Bains - Grenoble-Gare-Routière	210
OCESN039712R0200220055	Saint-Etienne-Chtx GR - Valence-Gare-Routière	110
OCESN039716R0200220058	Gare de Modane - Grenoble-Gare-Routière	130
OCESN039719R0200220060	Gare de Annecy - Gare de Chamonix-Mont-Blanc	120
OCESN039721R0200220061	Annonay-Gare-Route - Grenoble-Gare-Routière	170
OCESN039726R0200220064	Gare de St-Gervais-L-B-Le-Fayet - Grenoble-Gare-Routière	190
OCESN039727R0200220065	Privas-Cours-du-Palais - Valence-Gare-Routière	50
OCESN039730R0300320067	Gare de Annemasse - Grenoble-Gare-Routière	180
OCESN039731R0200220068	Grenoble-Gare-Routière - Montélimar-G-Routière	127
OCESN039733R0300320069	Gare de Moûtiers-Salins-Brides - Grenoble-Gare-Routière	105
OCESN039735R0300320070	Gare de Chambéry-Chal.-les-Eaux - Gare de Cluses (Hte-Savoie)	130
OCESN039736R0200220071	Gare de Bonneville - Lyon-Part-Dieu-Gare-Rou	145
OCESN039737R0300320072	Gare de Chambéry-Chal.-les-Eaux - Gare de St-Gervais-L-B-Le-Fayet	165
OCESN039742R0200220075	Aubenas-Pl.-de-la-Paix - Grenoble-Gare-Routière	198
OCESN039743R0300320076	Gare de Annemasse - Gare de Chambéry-Chal.-les-Eaux	110
OCESN039744R0300320077	Gare de Chambéry-Chal.-les-Eaux - Gare de Chamonix-Mont-Blanc	200
OCESN039745R0200220078	Gare de Annemasse - Gare de Evian-les-Bains	60
OCESN039748R0200220079	Grenoble-Gare-Routière - Privas-Cours-du-Palais	130
OCESN039749R0300320080	Bourg-en-Bresse Gare R - Gare de Chambéry-Chal.-les-Eaux	170
OCESN039753R0200220081	Gare de Oyonnax - Lyon-Part-Dieu-Gare-Rou	90
OCESN039754R0300320082	Gare de Chambéry-Chal.-les-Eaux - Gare de Evian-les-Bains	180
OCESN039755R0100120083	Lyon-Part-Dieu-Gare-Rou - Morez Lycée	195
OCESN039757R0200220084	Gare de Chamonix-Mont-Blanc - Lyon-Part-Dieu-Gare-Rou	240
OCESN039760R0300320086	Gare de Chambéry-Chal.-les-Eaux - Gare de Thonon-les-Bains	165
OCESN039762R0200220088	Gare de Chamonix-Mont-Blanc - Grenoble-Gare-Routière	220
OCESN039770R0300320095	Chamberry-Jacob - Gare de St-Gervais-L-B-Le-Fayet	165
OCESN039776R0300320096	Gare de Bonneville - Gare de Chambéry-Chal.-les-Eaux	130
OCESN039780R0300320099	Gare de Bourg-St-Maurice - Grenoble-Gare-Routière	160
OCESN039782R0200220100	Aubenas-Pl.-de-la-Paix - St-Martin-d'Hères	185
OCESN039784R0200220101	Montélimar-G-Routière - St-Martin-d'Hères	120
OCESN039786R0200220103	Privas-Cours-du-Palais - St-Martin-d'Hères	145
OCESN039788R0200220105	Annonay-Gare-Route - St-Martin-d'Hères	160
OCESN039794R0200220108	Gare de Saint-Claude - Lyon-Part-Dieu-Gare-Rou	135
OCESN039807R0200220112	Gare de Bourgoin-Jallieu - Lyon-Part-Dieu-Gare-Rou	51
OCESN039815R0200220113	Gare de Bourg-St-Maurice - Gare de Chambéry-Chal.-les-Eaux	145
OCESN039819R0400420115	Gare de Chambéry-Chal.-les-Eaux - Gare de Pont-de-Beauvoisin	48
OCESN039849R0200220116	Gare de Thonon-les-Bains - Grenoble-Gare-Routière	200
OCESN039991R0200220122	Gare de Mâcon-Ville - Lyon-Part-Dieu-Gare-Rou	75
OCESN040011R0500520123	Gare de Diemeringen - Sarralbe Centre	36
OCESN040012R0500520124	Gare de Diemeringen - Sarre-Union	20
OCESN042100R0200220151	Gare de Dinan - Gare de St-Brieuc	60
OCESN042101R0200220152	Gare de Dinan - Gare de Lamballe	73
OCESN043500R0200220161	Gare de Franois - Gare de St-Vit	14
OCESN043508R0200220167	Gare de Auxonne - Gare de Villers-les-Pots	10
OCESN043515R0200220171	Gare de Dijon-Ville - Gare de Neuilly-lès-Dijon	25
OCESN049501R0100120186	Gare de Bellegarde-s-V. Gare - Gare de St-Gervais-L-B-Le-Fayet	135
OCESN049504R0100120189	Gare de Bellegarde-s-V. Gare - Gare de Evian-les-Bains	115
OCESN049507R0100120192	Gare de Annemasse - Gare de St-Gervais-L-B-Le-Fayet	111
OCESN049511R0100120196	Gare de Bellegarde-s-V. Gare - Gare de Chamonix-Mont-Blanc	185
OCESN049514R0100120199	Gare de Annemasse - Gare de Bellegarde-s-V. Gare	71
OCESN049521R0100120205	Gare de Evian-les-Bains - Gare de Thonon-les-Bains	20
OCESN049523R0200220206	Gare de Cluses (Hte-Savoie) - Gare de St-Gervais-L-B-Le-Fayet	40
OCESN049525R0100120208	Gare de Annemasse - Gare de La Roche-sur-Foron	30
OCESN049540R0100120213	Gare de Annecy - Gare de Annemasse	60
OCESN049561R0200220229	Gare de Ambérieu-en-Bugey - Gare de St-Rambert-en-Bugey	15
OCESN049562R0200220230	Gare de Ambérieu-en-Bugey - Gare de Virieu-le-Grand-Belley	52
OCESN049581R0200220236	Gare de Boën - Noirétable	26
OCESN049582R0200220237	Gare de Boën - Saint-Etienne-Chtx GR	92
OCESN049583R0200220238	Gare de Montbrison - Noirétable	44
OCESN049584R0200220239	Noirétable - Saint-Etienne-Chtx GR	108
OCESN049585R0200220240	Gare de Boën - Gare de Montbrison	18
OCESN049588R0200220242	Gare de Montbrison - Saint-Etienne-Chtx GR	60
OCESN049600R0200220253	Bourg-en-Bresse Gare R - Lyon-Part-Dieu-Gare-Rou	81
OCESN049610R0200220259	Bourg-en-Bresse Gare R - Gare de Mâcon-Loché-TGV	42
OCESN049611R0200220260	Bourg-en-Bresse Gare R - Gare de Mâcon-Ville	62
OCESN049634R0200220283	Gare de Ambérieu-en-Bugey - Lyon-Part-Dieu-Gare-Rou	63
OCESN049640R0300320287	Gare de Chambéry-Chal.-les-Eaux - Gare de St-André-le-Gaz	71
OCESN049645R0300320290	Gare de Chambéry-Chal.-les-Eaux - Gare de La Tour-du-Pin	86
OCESN049675R0200220305	Gare de Gap - Grenoble-Gare-Routière	127
OCESN049679R0300320308	Gare de Clelles-Mens - Gare de Gap	80
OCESN049680R0200220309	Clelles-Mairie - Grenoble-Gare-Routière	81
OCESN049682R0200220310	Gare de Vif - Grenoble-Gare-Routière	51
OCESN049684R0200220312	Gare de Clelles-Mens - Grenoble-Gare-Routière	73
OCESN049691R0200220317	Gare de Sain-Bel - Lyon-St-Paul-la-Feuilée	60
OCESN049692R0300320318	Gare de Sain-Bel - Lyon-St-Paul-Quai-Bondy	60
OCESN049701R0200220325	Lyon-Perrache-Gare-Rout - Vienne-Gare-Routière	53
OCESN049708R0200220329	Bourg-en-Bresse Gare R - Gare de Ambérieu-en-Bugey	40
OCESN049750R0200220348	Argentine - Gare de St-Pierre-d'Albigny	28
OCESN049780R0200220362	Gare de St-Priest - St-Pierre-de-Chandieu-R	21
OCESN049799R0200220374	Gare de Villefranche-sur-Saône - Lyon-Perrache-Gare-Rout	60
OCESN049808R0200220375	Gare de La Tour-du-Pin - Gare de Rives	55
OCESN049819R0200220376	Gare de Moûtiers-Salins-Brides - Gare de St-Pierre-d'Albigny	50
OCESN049823R0200220379	Gare de Albertville - Gare de Moûtiers-Salins-Brides	45
OCESN049825R0300320381	Gare de Aix-les-Bains-le-Revard - Gare de Chambéry-Chal.-les-Eaux	30
OCESN049827R0200220383	Gare de Bourg-St-Maurice - Gare de Moûtiers-Salins-Brides	37
OCESN049842R0300320394	Gare de Chambéry-Chal.-les-Eaux - Gare de Modane	113
OCESN049844R0300320396	Gare de Chambéry-Chal.-les-Eaux - Gare de Epierre-St-Léger	82
OCESN049846R0300320398	Gare de Aix-les-Bains-le-Revard - Gare de Modane	157
OCESN049852R0500520404	Gare de Chambéry-Chal.-les-Eaux - Gare de Culoz	65
OCESN049864R0200220414	Gare de Feurs - Saint-Etienne-Chtx GR	60
OCESN049873R0300320418	Gare de Albens - Gare de Annecy	45
OCESN049877R0200220422	Gare de Annecy - Gare de Rumilly	25
OCESN049911R0200220426	Gare de Sérézin - Ternay-Barbières	13
OCESN049913R0200220428	Communay-Stade - Gare de Sérézin	15
OCESN049962R0200220450	Gare de Epierre-St-Léger - Gare de Montmélian	52
OCESN049967R0200220452	Gare de Epierre-St-Léger - Gare de St-Pierre-d'Albigny	36
OCESN049968R0200220453	Gare de St-Jean-de-Maurienne-A. - Gare de St-Pierre-d'Albigny	70
OCESN049969R0200220454	Aiton-Salle-Polyvalente - Gare de St-Jean-de-Maurienne-A.	58
OCESN052500R0200220703	Gare de Chinon - Gare de Tours	82
OCESN052501R0400420704	Chinon-Lycée-Rabelais - Gare de Tours	75
OCESN052520R0200220712	Gare de Tours - St Christophe / Nais C.	60
OCESN052521R0200220713	Gare de Château-du-Loir - Gare de Tours	75
OCESN052540R0300320721	Droué (Centre) - Gare de Courtalain-St-Pellerin	10
OCESN052541R0200220722	Courtalain-Centre - Droué (Centre)	10
OCESN052542R0200220723	Chartres-Gare-Routière - Gare de Brou	55
OCESN052543R0300320724	Droué (Centre) - Gare de Brou	36
OCESN052547R0200220728	Gare de Brou - Gare de Chartres	50
OCESN052553R0200220733	Droué (Centre) - Gare de Chartres	92
OCESN052560R0400420735	Gare de Vendôme - Mondoubleau-Rue-Leroy	60
OCESN052580R0200220746	Aubigny-sur-Nere-Mail - Gare de Gien	44
OCESN052600R0200220762	Gare de Gien - Montargis-OT	49
OCESN052610R0200220766	Gare de Cosne-sur-Loire - Sancerre-Porte-Cesar	27
OCESN052632R0200220780	Bourges-Gare-Routière - nan	65
OCESN052635R0200220781	Bourges-Gare-Routière - Gare de St-Amand-Montrond-Orval	76
OCESN052636R0200220782	Gare de Bourges - Gare de St-Amand-Montrond-Orval	65
OCESN052650R0200220783	Châteauroux Gare Rout. - Gare de Bourges	106
OCESN052652R0200220785	Gare de Bourges - Issoudun-Place-de-la-G.	71
OCESN052665R0200220798	Châteauroux Gare Rout. - Issoudun-Jardin	40
OCESN052670R0200220799	Gare de Vierzon - Issoudun-Place-de-la-G.	50
OCESN052671R0200220800	Gare de Issoudun - Gare de Vierzon	56
OCESN052700R0300320808	Châteauroux Gare Rout. - Poitiers-Gare-Routière	135
OCESN052702R0200220810	Le-Blanc-Pl-du-Bateau - Poitiers-Gare-Routière	68
OCESN052720R0200220818	Gare de Nouan-le-Fuzelier - Romorantin-BA-G.R.	55
OCESN052722R0200220820	Chaumont-sur-Tharonne - Romorantin-BA-G.R.	31
OCESN052723R0200220821	Gare de Lamotte-Beuvron - Romorantin-BA-G.R.	40
OCESN052728R0200220823	Gare de Lamotte-Beuvron - Romorantin-Lycée-de-F	35
OCESN052740R0200220824	Châteauroux-Ly-B-Pascal - Gare de Eguzon	60
OCESN052741R0300320825	Châteauroux Gare Rout. - Gare de Argenton-sur-Creuse	45
OCESN052741R0400420826	Châteauroux-Ly-B-Pascal - Gare de Argenton-sur-Creuse	60
OCESN052742R0300320827	Châteauroux-Lycée-Agric - Gare de Argenton-sur-Creuse	55
OCESN052744R0300320830	Châteauroux Gare Rout. - Gare de Eguzon	80
OCESN052746R0200220831	Châteauroux Gare Rout. - Issoudun-Place-de-la-G.	36
OCESN052750R0200220832	Gare de Thesee - Romorantin-BA-G.R.	60
OCESN052751R0200220833	Romorantin-BA-G.R. - St-Aignan-Lep	55
OCESN052752R0200220834	Romorantin-BA-G.R. - St-Aignan-Pl-Wilson	53
OCESN052800R0200220838	Gare de Loches - Gare de Tours	58
OCESN052801R0200220839	Buzançais - Châteauroux Gare Rout.	30
OCESN052802R0200220840	Châteauroux Gare Rout. - Gare de Tours	150
OCESN052803R0200220841	Chatillon-Mail - Châteauroux-Charmilles	100
OCESN052804R0200220842	Clion-sur-Indre - Gare de Loches	40
OCESN052805R0200220843	Chatillon-Mail - Châteauroux Gare Rout.	90
OCESN052807R0200220845	Châteauroux Gare Rout. - Gare de Loches	101
OCESN052810R0200220849	Gare de Cormery - Gare de La Douzillère	47
OCESN052811R0200220850	Gare de Loches - Gare de Montbazon	65
OCESN052812R0200220851	Chambourg-Chopin - Gare de Cormery	25
OCESN052815R0200220854	Loches-Lycee-St-Denis - Truyes-St-Blaise	40
OCESN052822R0200220864	Gare de Cormery - Gare de Loches	29
OCESN052829R0200220872	Gare de Loches - TOURS LYCEE GRANDMONT	55
OCESN052832R0200220875	Gare de Esvres - Gare de Loches	45
OCESN052834R0200220877	Gare de Tours - Reignac-Bourg-Du-Fau	74
OCESN052840R0200220883	Gare de Loches - Truyes-Pl-Du-Souvenir	40
OCESN052845R0200220890	Gare de La Douzillère - Gare de Veigné	15
OCESN052848R0200220893	Loches-LEP - Truyes-Pl-Du-Souvenir	25
OCESN052850R0400420895	Gare de Tours - Loches-LEP	80
OCESN052857R0200220905	Gare de Cormery - Gare de Tours	43
OCESN052860R0200220909	Buzançais - Châteauroux-Ly-B-Pascal	59
OCESN052861R0200220910	Gare de Esvres - Gare de La Douzillère	20
OCESN052868R0400420918	Chatillon-Mail - Châteauroux-L-Giraudoux	93
OCESN052878R0400420929	Chatillon-Mail - Gare de Tours	95
OCESN052900R0200220941	Gare de Vierzon - Romorantin-BA-G.R.	43
OCESN052903R0200220944	Romorantin-BA-G.R. - Vierzon-Médiathèque	48
OCESN052931R0200220960	Gare de Blois-Chambord - Gare de Limeray	35
OCESN052940R0200220962	Gare de Châteaudun - Gare de Dourdan	90
OCESN052941R0200220963	Châteaudun-LEP-Paulsen - Gare de Dourdan	102
OCESN052950R0200220965	Chartres-Gare-Routière - Gare de Tours	159
OCESN052951R0200220966	Chartres-Gare-Routière - Gare de Vendôme	84
OCESN052952R0200220967	Gare de Châteaudun - Gare de Vendôme	55
OCESN052953R0200220968	Gare de Tours - Gare de Vendôme	65
OCESN052960R0200220975	Chartres-Gare-Routière - Gare de Châteaudun	56
OCESN052974R0200220989	Gare de Châteaudun - Gare de Tours	111
OCESN052990R0200220994	Gare de Château-Renault - Gare de Vendôme-Villiers-s-Loir	47
OCESN055002R0200221027	Gare de Epinal - Gare de Neufchâteau	109
OCESN055003R0200221028	Gare de Neufchâteau - Gare de Vittel	45
OCESN055069R0500521037	Gare de Lunéville - Rambervillers (11 Nov)	54
OCESN055074R0200221043	Gare de Lunéville - Moyen	41
OCESN055079R0300321047	Luneville-LP - Rambervillers (11 Nov)	72
OCESN055081R0300321049	Lunéville (Cité Scolai) - Rambervillers	60
OCESN055081R0400421050	Gare de Lunéville - Rambervillers	52
OCESN055082R0500521051	Lunéville (Cité Scolai) - Rambervillers (11 Nov)	71
OCESN055097R0200221067	Gare de Epinal - Mirecourt	44
OCESN055098R0200221068	Bruyères (Vosges) - Gare de Lunéville	80
OCESN055121R0200221088	Gare de Remiremont - Gérardmer La Mauselaine	45
OCESN055123R0200221090	Gare de Contrexéville - Gare de Epinal	60
OCESN055145R0300321106	Gare de Longwy - Gare de Metz-Ville	55
OCESN055203R0200221140	Bussang (Gare SNCF) - Gare de Remiremont	54
OCESN055219R0200221145	Bresse-Claudel (la) - Gare de Remiremont	57
OCESN055220R0200221146	Gare de Remiremont - La-Bresse (Pl Champtel)	63
OCESN055223R0200221150	Gare de Remiremont - La Bresse Le Lispach	83
OCESN055267R0200221181	Gare de Audun-le-Roman - Gare de Thionville	40
OCESN055403R0200221218	Bitche - Gare de Sarreguemines	48
OCESN055412R0400421227	Bitche-Quartier-Driant - Gare de Sarreguemines	56
OCESN055430R0200221246	Gare de Sarrebourg - St-Louis-57-Incliné	27
OCESN055436R0200221250	Gare de Lutzelbourg - Gare de Sarrebourg	50
OCESN055437R0200221251	Gare de Conflans-Jarny - Gare de Metz-Ville	40
OCESN055438R0200221252	Gare de Metz-Ville - Gare de Verdun	90
OCESN055488R0200221255	Gare de Conflans-Jarny - Gare de Verdun	45
OCESN078000R0200222782	Gare de Marle-sur-Serre - Lugny	5
OCESN078001R0300322783	BarentonÂ Cel - Gare de Verneuil-sur-Serre	5
OCESN078002R0200222784	Barenton-sur-Serre - Gare de Verneuil-sur-Serre	5
OCESN081390F0100122797	Gare de Strasbourg - Gare de WOERTH RHEIN	66
OCESN081400F0300322805	Gare de Neustadt (Weinstr) Hbf - Gare de Wissembourg	62
OCESN081401F0200222806	Gare de WINDEN PFALZ - Gare de Wissembourg	16
OCESN081436F0300322841	Gare de Landau-Pfalz-Hbf - Gare de Wissembourg	28
OCESN081440F0300322842	Gare de Lauterbourg - Gare de WOERTH RHEIN	15
OCESN082201R03003~NAV55728	Gare de Fougères - Gare de Rennes	70
OCESN086000F0700723025	Gare de Nice-Ville - Gare de Ventimiglia-Stazione	53
OCESN086000F0800823026	Gare de Grasse - Gare de Nice-Ville	71
OCESN086000F0900923027	Gare de Grasse - Gare de Ventimiglia-Stazione	127
OCESN086004F0300323032	Gare de Grasse - Gare de Menton	113
OCESN086004F0400423031	Gare de Menton - Gare de Nice-Ville	39
OCESN086005F0800823036	Gare de Cannes-la-Bocca - Gare de Ventimiglia-Stazione	107
OCESN086007F0600623042	Gare de Cannes-la-Bocca - Gare de Menton	90
OCESN086011F0100123054	Gare de Les Arcs-Draguignan - Gare de Ventimiglia-Stazione	138
